estateName,road,facility,,,,
昭青怡园,估价对象所在小区东临其他；西临昭青南路；南临云龙路；北临昭青横路。,周边有“青龙小区”、“龙城”等住宅楼盘，区域内有青龙中心幼儿园、成都第四十中学校、成都第四十中学校、城北医院、成华区第三人民医院、成华区青龙社区卫生服务中心、青龙广场、益民市场、红旗超市、中国邮政储蓄银行、中国农村商业银行、中国工商银行等公共及生活配套设施，区域内有71路、146路、、150路、1035路等公交车经过，距地铁3号线“昭觉寺南路”站沿路距离约1.0公里，公共交通便捷度和道路通达度好，居家生活方便。,,,,
梧桐大院,估价对象所在小区东北临金乐路；西北临道路；东南临其他；西南临其他。,周边有“好望角”、“观澜-国际”等住宅楼盘，区域内有红蜻蜓幼稚园、金堂县第一幼儿园、金堂县赵镇第三小学、赵镇社区卫生服务中心、金堂县赵镇城关卫生院、金天地城市广场、红旗超市、成都市农村商业银行、中国邮政储蓄银行等公共及生活配套设施，区域内有金堂1路、金堂6路、金堂8路、金堂10路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
昭艺大厦,估价对象所在小区北临其他；西临其他；南临其他；东临一环路西三段。,周边有“西锦国际”、“熙城国际”等住宅楼盘，区域内有抚琴小学、成都十八中、四川电大、成都市西区医院、成都市第三人民医院、抚琴综合市场、欧尚超市、苏宁易购、建设银行、农业银行、工商银行等公共及生活配套设施，区域内有4路、7路、11路、37路、56a路、56路、62路、101路、340路、1008路、g47路等公交车经过，距地铁2号线“白果林”站沿路距离约1.3公里，公共交通便捷度和道路通达度好，居家生活便利。,,,,
沿巷壹号院,估价对象所在小区北临肖家河沿街；西临肖家河沿巷；南临其他；东临其他。,周边有“国际花园”、“ 王府花园”等住宅楼盘，区域内有芳草小学、四川省成都高新实验小学、成都玉林中学、成都市武侯区人民医院、华西高新医院、天瑞园鲜蔬连锁、7号农场、肖家河综合市场、人人乐、红旗超市、中国邮政储蓄银行、中国工商银行、恒丰银行等公共及生活配套设施，区域内有10路、26路、28路、93路、153路等公交车经过，距地铁3号线“衣冠庙站”约900米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
四海逸家蓝砖,估价对象所在小区东北临茶花街；东南临黄葛树街；西南临牡丹街；西北临枫树街。,周边有“鑫苑名家”、“合能锦城”等住宅楼盘，区域内有成都市锦江区伊顿国香幼儿园、成都树德中学外国语校区、成都市盐道街小学卓锦分校、成都锦江大观医院、成都市公共卫生临床医疗中心、解放军452医院技术指导医院、喜树街农贸市场、永辉超市、红旗超市、中国民生银行、中国银行、中国工商银行等公共及生活配套设施，区域内有230路、238路、196路、1053路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
摩玛城,估价对象所在小区东临其他；西临道路；南临二环路东五段；北临道路。,周边有“瑞升?望江橡树林南院”、“锦洲花园”等住宅楼盘，区域内有成都?河滨双语幼儿园、成都市东湖小学、锦江区妇幼保健院、万达广场、国美电器、东湖公园、工商银行、农业银行、建设银行等公共及生活配套设施，区域内有74路、77路、79路、114路、1036路、快速公交k1线等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
千禧花园,估价对象所在小区北临其他；西临其他；南临长青路；东临星汉路。,周边有“智慧康城”、“ 长荣苑”等住宅楼盘，区域内有金苹果九里西幼稚园、九里堤小学校、金牛区妇幼保健院、成都市金牛区九里堤社区卫生服务中心、友联蔬菜批发市场、人人乐、沃尔玛、建设银行、民生银行、工商银行等公共及生活配套设施，区域内有95路、105路、168路、191路、340路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
四川省纪委商住楼,估价对象所在小区西北临其他；西南临二道桥街；东南临河道；东北临河道。,周边有“康瑞苑”、“ 芙蓉花园”等住宅楼盘，区域内有成都市西安路小学、成都市泡桐树小学、成都市石笋街小学、成都十八中、成都市树德实验中学、四川省第五人民医院、四川省第二中医医院、四川省中医院、西安农贸市场、成都新城市广场、宽窄巷子、中国工商银行、中国建设银行、中国农业银行、中国银行等公共及生活配套设施，区域内有30路、42路、48路、54路、126路等公交车经过，距离地铁4号线“宽窄巷子站”约550米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
光荣市场公寓,估价对象所在小区西北临光荣西路；西南临其他；东南临其他；东北临其他。,周边有“为民新居”、“名苑西区”、“ 明苑公寓”等住宅楼盘，区域内有成都市金牛区金蕾幼儿园、成都市光荣小学校、实验外国语学校、成都市第二十中学、成都军区总医院双转医院、成都市第四人民医院、国家三级综合医院、红旗超市、佳家乐日用百货超市、抚琴综合市场、中国银行、华夏银行、招商银行等公共及生活配套设施，区域内有7路、4路、56路、62路、101路、1071路等公交车经过，距地铁2号线“蜀汉路东站”距离约1.2公里，公共交通便捷度和道路通达度好，居家生活便利。,,,,
桂湖名城,估价对象所在小区北临电子路；西临天缘路；南临其他；东临其他。,周边有“海伦国际”、“ 博海城”等住宅楼盘，区域内有旭光幼儿园、宝光银河幼儿园、新都区格林阳光幼儿园、天元中心小学、升庵中学、成都欣元医院、成都宝康医院、城西社区卫生服务中心、电子路市场、龙门市场、百龙门菜市、红旗超市、中国工商银行、中国农业银行、中国邮政储蓄银行等公共及生活配套设施，区域内有x02路、x06路、x08路、x10路、x42路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
中大·君悦金沙5期,估价对象所在小区东北临金栖路；西北临蜀辉路；西南临清江西路；东南临蜀金路。,周边有“青江小区”、“金沙揽胜”等住宅楼盘，区域内有金丫丫幼稚园、金沙小学、石室联合中学、成都市青羊区金沙金瓯路社区卫生服务站、青羊区双新社区卫生站、西单商场、永辉超市、红旗超市、永辉超市、中国工商银行、中国建设银行、中国银行等公共及生活配套设施，区域内有64路、164路、215路、736路、1062路等公交车经过，距地铁4号线“清江西路”沿路距离约200米，公共交通便捷度好。,,,,
西岭路3号院,估价对象所在小区东临其他；南临西岭路；西临其他；北临其他。,周边有“盛世草堂”、“ 西财骏苑”等住宅楼盘，区域内有成都市浣花小学、成都市实验小学青华分校、树德实验中学西区、青羊区第五人民医院、青羊区中医院、成都成西医院、青羊区群康农贸市场、民生群康路菜市场、麦德龙、仁和春天百货、家乐福、红旗超市、中国工商银行、农商银行、中国建设银行等公共及生活配套设施齐全，区域内有快速公交k1线、k2线、k1a线、k2a线，47路、82路、105路、111路、211路、339路等公交车经过，距离地铁4号线“西南财大站”约350米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
康达园,估价对象所在小区东临道路；南临其他；西临道路；北临纬四路。,周边有“成飞民乐园”、“成飞162小区”等住宅楼盘，区域内有成飞幼儿园、成飞小学、成飞中学、成飞医院、成都青羊成航医院、欢腾综合市场、华联超市、红旗超市、中国建设银行、中国邮政储蓄银行、中国工商银行等公共及生活配套设施，区域内有226b路、229路、226a路、g30路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活便利。,,,,
恒大御景半岛,估价对象所在小区北临其他；西临金鹰路；南临道路；东临金凤路。,周边有“御湖豪庭”、“ 润洲金外滩”等住宅楼盘，区域内有博爱阳光幼儿园、杨柳慈济小学、成都七中育才学校金堂分校、赵镇十里社区卫生服务站、金堂县中医医院、杨柳农贸市场、永辉超市、建设银行、民生银行、成都市农村商业银行等公共及生活配套设施，区域内有602路、金堂10路、金堂11路、金堂5路等公交车经过，公共交通便捷度和道路通达度较好，居家生活便利。,,,,
南湖国际社区,估价对象所在小区东临南湖南路；西临江安河；南临其他；北临南湖西路。,周边有“锦江花园”、“南湖半岛”等住宅楼盘，区域内有光亚幼儿园、华阳镇小学清河完小、华阳二中、四川石油总医院、缤纷广场、红旗超市、华阳锦江市场、摩尔新世纪、南湖公园、建设银行、中信银行等公共及生活配套设施；区域内有515路、t201高峰专线、t201路、t202路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
怡静湖,估价对象所在小区东临栖谷北路、其他；西临金川路；南临金川路；北临金泉路。,周边有“东西干道小区”、“和馨家园”等住宅楼盘，区域内有北大学园幼儿园、杨柳慈济小学、成都七中育才学校金堂分校、金堂县赵镇公立卫生院、杨柳农贸市场、红旗超市、成都市农村商业银行、中国民生银行等公共及生活配套设施，区域内有602路、金堂5路、金堂10路、金堂11路、q4路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
保利·公园198丁香郡,估价对象所在小区东北临蜀龙大道南段；西北临其他；东南临银杏路；西南临丁香路、皇冠路。,周边有“保利·蔷薇郡”、“保利·玫瑰郡”等住宅楼盘，区域内有翰林幼稚园、金苹果保利森林幼稚园、蜀龙学校、二台子社区卫生服务站、乐都购物广场、二台子综合市场、舞东风超市、兴业银行、中国民生银行等公共及生活配套设施，区域内有60路、198a路、198路、655路、新都k7路等公交车经过，公共交通便捷度和道路通达度较好，居家生活较方便。,,,,
香界,估价对象所在小区北临新泰西路；西临其他；南临其他；东临蓉都大道。,周边有“香城名都”、“ 锦绣庭院”等住宅楼盘，区域内有佳佳幼儿园、天元小学、谕亭小学、新都金都中学、新都区桂湖医院、清流镇中心医院、金都市场、马超综合市场、南阳农贸市场、红旗超市、中国银行、中国工商银行、中国建设银行、成都市农村商业银行等公共及生活配套设施，区域内有650路、652路、679路、新都k3路、新都k9路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
较场坝东苑,估价对象所在小区东北临较场坝街；东南临较场坝东街；西南临较场坝东五街；西北临较场坝中街。,周边有“芷泉公寓”、“ 较场坝中街42号院”等住宅楼盘，区域内有成都幼师实验幼儿园、成都市天涯石小学、成都十七中、成华东区医院、成都市第七人民医院、红旗超市、青和里农贸市场、喜年广场、中国银行、建设银行、工商银行等公共及生活配套设施，区域内有18路、21路、43路、47路、104路等公交车经过，距地铁2号线“东门大桥”站沿路距离约300米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
卫雅苑,估价对象所在小区东北临其他；西北临惠民街；西南临置信南街；东南临广福路。,周边有“双楠乐苑”、“碧云天”等住宅楼盘，区域内有龙祥路小学、双楠中学、武侯区实验小学、武侯区人民医院、武侯区第二人民医院、华堂商场、人人乐、置信购物广场、农业银行、民生银行、兴业银行等公共及生活配套设施，区域内有1路、8路、11路、19路、21路等公交车经过，距地铁3号线“红牌楼”站约860米，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
博盛·康郡,估价对象所在小区东南临其他；东北临永康大道；西南临其他；西北临羊付路。,周边有“雅舍园”、“西华苑”等住宅楼盘，区域内有金苹果幼儿园、羊安镇中心小学、邛崃市羊安镇初级中学校、羊安中心卫生院、荣兴购物广场、杨安综合市场、华联购物中心、家美乐超市成都市农村商业银行、中国农业银行、邛崃国民村镇银行等公共及生活配套设施，区域内有城镇公交车经过，公共交通便捷度和道路通达度一般，区域内基本满足居家生活需求。,,,,
皇经嘉苑,估价对象所在小区北临经天三街；西临经天西路；南临南三环路；东临经天中路。,周边有“皇经花园、“上东家园”等住宅楼盘，区域内有爱贝幼儿园、华德福小学、盐道街中学实验学校、成都东区医院、锦江益民医院、成龙路社区卫生服务中心、人人乐超市、红旗超市连锁、经天路农贸市场、建设银行、工商银行、成都农商银行等公共及生活配套设施，区域内有3路、65路、137路、238路、181路等公交车经过，公共交通便捷度和道路通达度较好，居家生活较便利。,,,,
齐盛花园,估价对象所在小区东临福康街；西临花径路；南临其他；北临福祥街。,周边有“福顺苑”、“富丽花园”等住宅楼盘，区域内有成都市第十八幼儿园、成都市站东小学、成都市五块石小学、成都市第十一人民医院、国家三级甲等医院、站北农贸市场、成都八达综合市场、永辉超市、中国银行、成都银行、中国农业银行等公共及生活配套设施，区域内有24路、52路、57路、59路、80路、103路等公交车经过，距地铁1号线“升仙湖站”约1公里，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
云庭苑,估价对象所在小区东临星光街；西临星汉路；北临星月街；南临星光街。,周边有“数码村”、“群星花园”等住宅楼盘，区域内有金苹果九里西幼稚园、锦西外国语实验小学、西南交通大学、西南交通大学医院、成都洲际医院、凯德广场、沃尔玛购物广场、人人乐超市、九里堤北路农贸市场、中国农业银行、中国银行、中国工商银行等公共及生活配套设施，区域内有105路、119路、168路、1016路、17路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
金冠华庭,估价对象所在小区东北临马超西路；西北临金鹏路；西南临香樟路；东南临新园路。,周边有“新都花园”、“丹枫庭院”等住宅楼盘，区域内有西小英才幼稚园、新都西街小学、树人学校、新都区中医院、新城市购物广场、马超综合市场、永辉超市、中国银行、民生银行、工商银行等公共及生活配套设施，区域内有x08路、x11a路、x11b路、x42路、x46路、新都k12路、新都k5路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
繁花似锦,估价对象所在小区东北临外北街；西北临繁广路；西南临繁清路；东南临东湖路。,周边有“唐风苑”、“ 峰瑞新天地”等住宅楼盘，区域内有新苗幼儿园、金龙幼儿园、繁江小学、繁江中学、新都二中、新都第二人民医院、成都市新农合医疗保险定点医院、天星菜市场、新繁综合市场、新街菜市、吉选购物中心、红旗超市、中国工商银行、中国建设银行、中国农业银行等公共及生活配套设施，区域内有316路、686路、x62路、新繁f1路、新繁f3路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
龙湖源著,估价对象所在小区东北临两河西三路；西北临两河二街；西南临两河一街；东南临其他。,周边有“河滨森林”、“远洋朗郡”等住宅楼盘，区域内有成都市金牛区爱米贝蓓幼儿园、成都市金科路小学校、成都市蜀西实验学校、中海国际社区卫生服务站、中海社区综合市场、高家农贸市场、沃尔玛超市、民生银行、华夏银行等公共及生活配套设施，区域内有44路、235a路、30路、311路、342路等公交车经过，公共交通便捷度和道路通达度较较好，居家生活比较便利。,,,,
现代名都,估价对象所在小区东北临十里大道二段；东南临其他；西南临其他；西北临其他。,周边有“三阳鑫城”、“金泉名都”、“金都华府”等住宅楼盘，区域内有天之娇智能幼儿园、金山宝贝幼儿园、金沙小学、金堂仁爱医院、金堂龙济医院、金山综合市场、永辉超市、红旗超市、中国银行、中国农业银行、中国邮政储蓄银行等公共及生活配套设施，区域内有602路、金堂2路、金堂7路、金堂8路、金堂10路、金堂11路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
中洲中央城邦,估价对象所在小区东北临蜀都大道双桂路；东南临通桂路；西南临通汇街；西北临汇源北路。,周边有“中粮鸿云”、“仁恒滨河湾”等住宅楼盘，区域内有嘉业蒙特梭利幼儿园、成都师范附属小学慧源校区、双庆中学、成都国际学校、成都市锦江区双桂路福社区卫生服务中心、长天路社区卫生服务站、益群双福农贸市场、红旗超市、中国民生银行、中国银行、中国邮政储蓄银行等公共及生活配套设施，区域内有23路、66路、92路、200路、858a路等公交车经过，距地铁4号线“万年场”站约680米，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
龙城一号二期,估价对象所在小区北临驿都大道；西临车城西二路；南临青台山路；东临井水路。,周边有“师大现代花园”、“ 泰华锦城”等住宅楼盘，区域内有意乐幼儿园、四川师大附属启夏幼儿园、四川师大龙城实验幼儿园、大面镇社区卫生站、青台山农贸市场、红旗超市、鑫诚超市、中国银行、中国农业银行等公共及生活配套设施，区域内有223路、871路、873路、874路、1002路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
新东方,估价对象所在小区东北临一环路东一段，东南临建设路，西北临猛追湾横街，西南临其他。,周边有“建设路54号住宅小区”、“新兴社区”等住宅楼盘，区域内有六九幼儿园、昭忠祠小学、成都市马鞍小学、石油成都医院、成华区双桥子社区卫生服务中心、万科钻石广场、成华区建设路菜市场、红旗超市、交通银行、中国工商银行、中国邮政储蓄银行等公共及生活配套设施，区域内有6路、14路、61路、159路、1010路等公交车经过，距地铁3号线“红星桥”站沿路距离约800米，公共交通便捷度和道路通达度好，居家生活方便。,,,,
领馆区1号,估价对象所在小区西南临中和大道；东北临河道；西北临其他；东南临其他。,周边有“华楠半岛”、“红树湾”等住宅楼盘，区域内有心世界幼儿园、成都市中和小学、中和社区卫生服务中心、天府软件园卫生站、中和大市场、红旗超市、中国银行、中国建设银行、中国工商银行等公共及生活配套设施，区域内有124路、185路、188路、510路、517路、806路等公交车经过，距地铁1号线“天府三街站”沿路距离约1.1公里，公共交通便捷度和道路通达度好，区域内居家生活较便利。,,,,
花牌坊公寓,估价对象所在小区西北临其他；东北临花牌坊北顺街；西南临其他；东南临西林巷。,周边有“西锦国际”、“华鑫苑”等住宅楼盘，区域内有抚琴小学、成都树德中学、金牛实验中学校、中铁二局集团中心医院、四川大学华西青羊校区附属医院、汇龙湾广场、成都市农贸中心、益民菜市、农业银行、交通银行、平安银行等公共及生活配套设施，区域内有4路、7路、11路、27路、37路等公交车经过，公共交通便捷度和道路通达度较好，居家生活较便利。,,,,
四川省出版社职工宿舍,估价对象所在小区北临桂花巷；西临其他；南临斌升街；东临东城根上街。,周边有“斌苑”、“斌馨苑”等住宅楼盘，区域内有天府幼儿园、实验小学、树德中学、成都市第三人民医院、成都市第五人民医院、天府广场、盐市口广场、益民菜市、中国银行、建设银行、工商银行等公共及生活配套设施，区域内有5路、30路、57路、109路、4路等公交车经过，距地铁2号线“人民公园”站约440米，公共交通便捷度和道路通达度较好，居家生活便利。,,,,
中铁瑞景茗城,估价对象所在小区西北临科化南路；西南临龙腾二路；东南临南北大道；东北临杜鹃路。,周边有“四季﹒豪廷”、“实久花园”等住宅楼盘，区域内有郫县实验学校、四川水利职业上技术学院、四川省冶金地质技工学校、萌贝大树幼儿园、郫县瑞景诊所、实久诊所、红旗超市、永辉超市、舞东风超市、工商银行、建设银行、交通银行等公共及生活配套设施，区域内有705路、p04路、p15路、p21路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活便利。,,,,
古殊庭苑,估价对象所在小区东北临其他；西北临其他；西南临清溪东路；东南临清溪东路。,周边有“清溪苑”、“ 蓉水苑”等住宅楼盘，区域内有成都市浣花小学、金牛实验中学校、成都十八中、成都市西区医院、成都成西医院、成都市青羊区府南街道金沙社区卫生服务中心、石人农贸市场、沃尔玛、红旗超市、中国工商银行、中国农业银行、中国建设银行等公共及生活配套设施，区域内有32路、37路、83路、163路、339路等公交车及快速公交k1线、k1a线、k2线、k2a线经过，距离地铁2号线“蜀汉路东站”约650米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
燕沙庭院,估价对象所在小区西北临其他；东北临摸底河；西南金泽路；东南临金凤路。,周边有“金沙云庭”、“ 中海·金沙府”等住宅楼盘，区域内有金沙小学、成都市实验小学战旗分校、石室联合中学、国家二级甲等中医骨伤专科医院、四川省示范社区卫生服务中心、青羊区金沙菜市场、红旗超市、招商银行、民生银行、交通银行等公共及生活配套设施，区域内有7路、175路、209路、215路、1123路等公交车经过，公共交通便捷度和道路通达度较好，居家生活便利。,,,,
三利麓山城翠薇谷,估价对象所在小区北临其他；西临道路；南临万东南一路；东临中柏大道。,周边有“中丝园”、“东林春天二期”等住宅楼盘，区域内有骄阳幼儿园、和韵幼儿园、成都市实验外国语学校、双流普济医院、万安镇农贸市场、红旗超市、建设银行、成都农商银行、建设银行、民生银行等公共及生活配套设施，区域内有t205路、t208路、t45路、571路等公交车经过，公共交通便捷度和道路通达度较好，居家生活较便利。,,,,
玉桂苑,估价对象所在小区北临通道；西临玉林北路；南临玉林东路；东临玉林北街。,周边有“成都玉园”、“玉林品上”等住宅楼盘，区域内有玉林中学、成都市玉林小学、玉林实验幼儿园、武侯区玉林社区卫生服务站、玉林综合市场、沃尔玛、红旗超市、工商银行、华夏银行、平安银行等公共及生活配套设施，区域内有115路、59路、109路、59路、61路等公交车经过，距地铁3号线“衣冠庙”站约820米，公共交通便捷度和道路通达度较好，区域内居家生活便利。,,,,
阳光雅舍,估价对象所在小区西北临道路；西南临玉龙七巷；东南临道路；东北临玉龙六巷。,周边有“佳苑”、“今日花园”等住宅楼盘，区域内有爱立方幼儿园、树德中学博瑞实验中学、犀浦镇实验学校、犀浦镇公立卫生院、芙蓉小区-社区卫生服务站、恒山商业广场、鑫大百盛购物中心、犀池综合市场、红旗超市、交通银行、成都市农村商业银行、建设银行等公共及生活配套设施，区域内有17路、116路、183路、314路、726路等公交车经过，公共交通便捷度较好，道路通达度较好，区域内居家生活较便利。,,,,
万邦和谐园,估价对象所在小区东南临其他；东北临儒林路；西南临其他；西北临其他。,周边有“纯阳雅庭”、“纯阳花园”等住宅楼盘，区域内有五津镇中心幼儿园、五津街道办中心幼儿园、华润小学、仁爱医院、新津纯阳农贸市场、红旗超市、中国民生银行、中国建设银行等公共及生活配套设施，区域内有新津504号、新津529路、新津504a路、新津530号路等公交车经过，公共交通便捷度和道路通达度一般，区域内基本满足居家生活需求。,,,,
交大智能一期,估价对象所在小区东北临星汉路；东南临群星路；西北临交桂二巷；西南临其他。,周边有“锦西民园”、“群星花园”等住宅楼盘，区域内有金苹果九里西幼稚园、锦西外国语实验小学、西南交通大学、西南交通大学医院、成都洲际医院、凯德广场、沃尔玛购物广场、人人乐超市、九里堤北路农贸市场、中国农业银行、中国银行、中国工商银行等公共及生活配套设施，区域内有105路、119路、168路、1016路、17路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
中海国际社区南岸,估价对象所在小区东北临汇川街；西北临绿茵街；东南临阳光街；西南临蓝岸街。 ,周边有“央墅蓝卡斯特、“橙郡”等住宅楼盘，区域内有金苹果中海国际社区幼稚园、西芯小学、成都天府职业技术学院、中海国际社区卫生服务站、宇涵休闲广场、红旗超市、中国工商银行、成都银行、中国建设银行等公共及生活配套设施；区域内有17路、30路、96路、342路等公交车经过，距地铁2号线“百草路”站沿路距离约1.3公里，公共交通便捷度和道路通达度较好，居家生活较方便。,,,,
天府长城图南多,估价对象所在小区东临天环街、南临天久街、西临天顺路、北临天久北街。,周边有“天府长城丽日清风”、“五洲花园”等住宅楼盘，区域内有威乐尔幼稚园、成都七中初中学校、成都高新区锦晖小学、永安社区卫生服务中心、和平社区卫生服务站、高新国际广场、益民菜市、红旗超市、中国银行、兴业银行、交通银行等公共及生活配套设施，区域内有74路、153路、184路、1058路等公交车经过，距地铁1号线“高新”站沿路距离约800米，公共交通便捷度和道路通达度好，区域内居家生活方便。,,,,
白鸽岛尚,估价对象所在小区西北临蜀西南三路；西南临黄金东一路；东南临通道；东北临蜀西路。,周边有“百仁安盛”、“两河锦地”等住宅楼盘，区域内有斯坦福幼儿园、蜀西实验学校、迎宾路小学校、高家农贸市场、民居综合市场、红旗超市、工商银行、农业银行、邮政储蓄银行等公共及生活配套设施，区域内有212路、17路、30路、44路、54路等公交车经过，距地铁2号线“金周路”站约1.4公里，公共交通便捷度和道路通达度较好，区域内居家生活较方便。,,,,
大庆蜀苑,估价对象所在小区东北临其他；西北临道路、其他；东南临团结渠路；西南临春江南路、其他。,周边有“春江·青龙湾”、“德坤海地亚”等住宅楼盘，区域内有春江青龙湾幼儿园、温江区东大街第一小学、四川电大直属学院温江分院、成都市第五人民医院东区、温江区医院、国色天香、青龙湾农贸市场、红旗超市、中国邮政储蓄银行、中国建设银行、中国银行等公共及生活配套设施，区域内有904路、w34、w28路、w34路等公交车经过，公共交通便捷度和道路通达度一般，基本能满足居家生活的需要。,,,,
百盛苑一期,估价对象所在小区北临迎春路四段；西临白衣下街；南临花月中街；东临吴家坝中街。,周边有“金秋家园”、“ 中油雅筑”等住宅楼盘，区域内有双流区机关幼儿园、双流区实验小学、双流中学实验学校、双流县第一人民医院、双流区中医医院、城北中医医院、城西市场、苏宁易购、双流电脑城、国美电器、中国建设银行、中国银行、中国工商银行等公共及生活配套设施，区域内有818路、805路、807路、s09路、s10路等公交车经过，公共交通便捷度和道路通达度好，居家生活便利。,,,,
学府阳光,估价对象所在小区西北临道路；西南临其他；东南临海科路东段；东北临学海路。,周边有“水韵尚城”、“海科名城”等住宅楼盘，区域内有成都师范学院-附属实验学校、柳林实验学校、西南财经大学、天府街道社区卫生服务中心、金强·大学城商业广场、红旗超市、农业银行、交通银行、建设银行等公共及生活配套设施，区域内有752路、771路、温江105路、309路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
超洋花园,估价对象所在小区北临西环路南四段；西临超洋路；南临兴蓉东巷；东临永丰路。,周边有“江南苑”、“王府花园”等住宅楼盘，区域内有芳草小学、成都七中、西南民族大学、武警四川总队成都医院、肖家河社区卫生服务中心、金茂广场、苏宁易购、沃尔玛、建设银行、交通银行、农业银行等公共及生活配套设施，区域内有19路、34路、45路、59路、72路、77路、109路、115路、141路等公交车经过，距地铁3号线“衣冠庙”站沿路距离约200米，公共交通便捷度和道路通达度好，居家生活便利。,,,,
大成郡,估价对象所在小区东临星月路；西临其他；南临大件路文星段；北临其他。,周边有“瑞升明院”、“蓝润·棠湖春天”等住宅楼盘，区域内有双流金明幼儿园、四川双流棠湖中学外语实验学校、棠湖中学外语实验学校附属小学、西南民族大学双流校区南区校医院、北京华联、星月花园农贸市场、红旗超市、农行银行、建设银行等公共及生活配套设施齐全；区域内有801路、808路、822路、838路、306路等公交车经过，公共交通便捷度和道路通达度较好，区域内居家生活较便利。,,,,
德坤·汀城,估价对象所在小区东临牡丹北路；南临牡丹西路；西临牡丹北路；北临金华西路一段。,周边有“鸿运星城”、“朋城·远界”等住宅楼盘，区域内有国锋金贝幼儿园彭州分园、彭州市延秀小学、彭州一中、彭州天恩中医医院、华康中西医医院、置信逸都城购物中心、天成百货、红旗超市、中国邮政储蓄银行、中国农业银行、中国工商银行等公共及生活配套设施，区域内有彭州116路、彭州107路、彭州102路、彭州108路、彭州109路等公交车经过，公共交通便捷度较好，道路通达度好，区域内居家生活较便利。,,,,
棕北国际一期,估价对象所在小区东临道路；西临锦绣街；南临锦绣路；北临棕竹巷。,周边有“锦苑”、“竹苑”等住宅楼盘，区域内有金苹果新蒙特梭利幼稚园、成都市棕北小学、棕北中学、成都中医药大学第二附属医院、沃尔玛超市、仁和春天百货、工商银行、建设银行、中国银行等公共及生活配套设施齐全，区域内有76路、79路、114路、1112路等公交车经过，距地铁1号线“倪家桥站”沿路约700米，公共交通便捷度和道路通达度好，区域内居家生活便利,,,,
汇景新村,估价对象所在小区东北临金房苑南路；东南临其他；西北临金房苑西路；西南临其他。,周边有“顶峰水岸汇景”、“澳林春天”等住宅楼盘，区域内有托菲诺幼儿园、光荣小学、西南交通大学-附属中学、实验外国语学校、成都市第四人民医院、九四医院、凯德广场、澳林农贸市场、中国建设银行、中国邮政储蓄银行、成都银行等公共及生活配套设施，区域内有244路、340路、1080路、86路、62路等公交车经过，公共交通便捷度和道路通达度好，区域内居家生活便利。,,,,
为民路一号院,估价对象所在小区北临金沙路；西临为民路；南临光荣北路；东临其他。,周边有“嘉和苑”、“金洲家园”等住宅楼盘，区域内有成都市金牛区金蕾幼儿园、石笋街小学、光荣小学、成都市通锦中学校、抚琴社区卫生服务中心、成都市第四人民医院、四川大学华西青羊校区附属医院、澳林农贸市场、凯德广场、摩尔百货超市、中国建设银行、中国银行、中国工商银行等公共及生活配套设施，区域内有32路、1004路、113路、56路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
西城苑,估价对象所在小区北临川陕路；西临铭章路；南临状元街；东临其他。,周边有“西城家园”、“茂园”等住宅楼盘，区域内有新都区机关幼儿园、新都西街小学、升庵中学、新都区人民医院、成都医学院附属医院、新都贸易市场、国美电器、万家福超市、中国银行、建设银行、工商银行等公共及生活配套设施，区域内有651路、x03路、x05路、x08路、x10路、x44a、x44b路、新都k1路等公交车经过，公共交通便捷度和道路通达度较好，居家生活比较便利。,,,,
